lsoa21cd,category,count_21,count_11,change
E01000193,60km and over,6,9,-3
E01000193,Less than 2km,72,106,-34
E01000193,"Works mainly at an offshore installation, in no fixed place, or outside the UK",189,95,94
E01000193,Works mainly from home,343,111,232
E01000194,10km to less than 20km,115,204,-89
E01000194,20km to less than 30km,16,31,-15
E01000194,2km to less than 5km,67,101,-34
E01000194,30km to less than 40km,5,10,-5
E01000194,40km to less than 60km,4,5,-1
E01000194,5km to less than 10km,128,141,-13
E01000194,60km and over,4,11,-7
E01000194,Less than 2km,68,106,-38
E01000194,"Works mainly at an offshore installation, in no fixed place, or outside the UK",185,127,58
E01000194,Works mainly from home,263,83,180
E01000195,10km to less than 20km,136,221,-85
E01000195,20km to less than 30km,33,31,2
E01000195,2km to less than 5km,86,101,-15
E01000195,30km to less than 40km,4,5,-1
E01000195,40km to less than 60km,1,5,-4
E01000195,5km to less than 10km,119,127,-8
E01000195,60km and over,7,8,-1
E01000195,Less than 2km,53,72,-19
E01000195,"Works mainly at an offshore installation, in no fixed place, or outside the UK",239,101,138
E01000195,Works mainly from home,209,63,146
E01000196,10km to less than 20km,122,291,-169
E01000196,20km to less than 30km,12,18,-6
E01000196,2km to less than 5km,58,109,-51
E01000196,30km to less than 40km,3,18,-15
E01000196,40km to less than 60km,2,3,-1
E01000196,5km to less than 10km,125,233,-108
E01000196,60km and over,9,17,-8
E01000196,Less than 2km,63,89,-26
E01000196,"Works mainly at an offshore installation, in no fixed place, or outside the UK",169,131,38
E01000196,Works mainly from home,538,121,417
E01000197,10km to less than 20km,90,299,-209
E01000197,20km to less than 30km,8,22,-14
E01000197,2km to less than 5km,65,119,-54
E01000197,30km to less than 40km,7,2,5
E01000197,40km to less than 60km,2,5,-3
E01000197,5km to less than 10km,127,249,-122
E01000197,60km and over,5,6,-1
E01000197,Less than 2km,60,87,-27
E01000197,"Works mainly at an offshore installation, in no fixed place, or outside the UK",165,128,37
E01000197,Works mainly from home,478,115,363
E01000198,10km to less than 20km,89,240,-151
E01000198,20km to less than 30km,6,17,-11
E01000198,2km to less than 5km,109,129,-20
E01000198,30km to less than 40km,6,8,-2
E01000198,40km to less than 60km,4,8,-4
E01000198,5km to less than 10km,117,163,-46
E01000198,60km and over,4,12,-8
E01000198,Less than 2km,59,70,-11
E01000198,"Works mainly at an offshore installation, in no fixed place, or outside the UK",123,124,-1
E01000198,Works mainly from home,461,135,326
E01000199,10km to less than 20km,52,233,-181
E01000199,20km to less than 30km,4,15,-11
E01000199,2km to less than 5km,53,88,-35
E01000199,30km to less than 40km,1,3,-2
E01000199,40km to less than 60km,1,7,-6
E01000199,5km to less than 10km,78,120,-42
E01000199,60km and over,2,7,-5
E01000199,Less than 2km,23,50,-27
E01000199,"Works mainly at an offshore installation, in no fixed place, or outside the UK",64,64,0
E01000199,Works mainly from home,422,160,262
E01000200,10km to less than 20km,72,252,-180
E01000200,20km to less than 30km,8,16,-8
E01000200,2km to less than 5km,63,97,-34
E01000200,30km to less than 40km,3,4,-1
E01000200,40km to less than 60km,3,9,-6
E01000200,5km to less than 10km,100,169,-69
E01000200,60km and over,6,10,-4
E01000200,Less than 2km,46,66,-20
E01000200,"Works mainly at an offshore installation, in no fixed place, or outside the UK",87,73,14
E01000200,Works mainly from home,485,151,334
E01000201,10km to less than 20km,57,179,-122
E01000201,20km to less than 30km,4,8,-4
E01000201,2km to less than 5km,51,78,-27
E01000201,30km to less than 40km,1,4,-3
E01000201,40km to less than 60km,3,6,-3
E01000201,5km to less than 10km,82,163,-81
E01000201,60km and over,2,1,1
E01000201,Less than 2km,49,78,-29
E01000201,"Works mainly at an offshore installation, in no fixed place, or outside the UK",49,38,11
E01000201,Works mainly from home,402,172,230
E01000202,10km to less than 20km,83,229,-146
E01000202,20km to less than 30km,4,17,-13
E01000202,2km to less than 5km,54,96,-42
E01000202,30km to less than 40km,2,3,-1
E01000202,40km to less than 60km,1,5,-4
E01000202,5km to less than 10km,109,199,-90
E01000202,60km and over,3,11,-8
E01000202,Less than 2km,46,75,-29
E01000202,"Works mainly at an offshore installation, in no fixed place, or outside the UK",77,83,-6
E01000202,Works mainly from home,488,172,316
E01000203,10km to less than 20km,56,153,-97
E01000203,20km to less than 30km,6,13,-7
E01000203,2km to less than 5km,98,90,8
E01000203,30km to less than 40km,2,3,-1
E01000203,40km to less than 60km,2,1,1
E01000203,5km to less than 10km,99,207,-108
E01000203,60km and over,5,6,-1
E01000203,Less than 2km,46,66,-20
E01000203,"Works mainly at an offshore installation, in no fixed place, or outside the UK",131,100,31
E01000203,Works mainly from home,357,114,243
E01000204,10km to less than 20km,91,297,-206
E01000204,20km to less than 30km,7,24,-17
E01000204,2km to less than 5km,48,94,-46
E01000204,30km to less than 40km,2,2,0
E01000204,40km to less than 60km,5,4,1
E01000204,5km to less than 10km,87,174,-87
E01000204,60km and over,4,14,-10
E01000204,Less than 2km,45,69,-24
E01000204,"Works mainly at an offshore installation, in no fixed place, or outside the UK",75,101,-26
E01000204,Works mainly from home,487,132,355
E01000205,10km to less than 20km,28,155,-127
E01000205,20km to less than 30km,3,14,-11
E01000205,2km to less than 5km,47,89,-42
E01000205,30km to less than 40km,2,2,0
E01000205,40km to less than 60km,4,2,2
E01000205,5km to less than 10km,98,222,-124
E01000205,60km and over,2,12,-10
E01000205,Less than 2km,25,54,-29
E01000205,"Works mainly at an offshore installation, in no fixed place, or outside the UK",59,47,12
E01000205,Works mainly from home,477,159,318
E01000206,10km to less than 20km,24,52,-28
E01000206,20km to less than 30km,1,3,-2
E01000206,2km to less than 5km,49,86,-37
E01000206,30km to less than 40km,1,2,-1
E01000206,40km to less than 60km,0,4,-4
E01000206,5km to less than 10km,115,258,-143
E01000206,60km and over,1,6,-5
E01000206,Less than 2km,15,30,-15
E01000206,"Works mainly at an offshore installation, in no fixed place, or outside the UK",50,23,27
E01000206,Works mainly from home,435,221,214
E01000207,10km to less than 20km,34,104,-70
E01000207,20km to less than 30km,7,9,-2
E01000207,2km to less than 5km,38,93,-55
E01000207,30km to less than 40km,3,5,-2
E01000207,40km to less than 60km,2,2,0
E01000207,5km to less than 10km,87,257,-170
E01000207,60km and over,4,5,-1
E01000207,Less than 2km,32,51,-19
E01000207,"Works mainly at an offshore installation, in no fixed place, or outside the UK",49,50,-1
E01000207,Works mainly from home,409,159,250
E01000208,10km to less than 20km,28,131,-103
E01000208,20km to less than 30km,3,11,-8
E01000208,2km to less than 5km,60,96,-36
E01000208,30km to less than 40km,2,2,0
E01000208,40km to less than 60km,1,2,-1
E01000208,5km to less than 10km,111,312,-201
E01000208,60km and over,5,10,-5
E01000208,Less than 2km,28,34,-6
E01000208,"Works mainly at an offshore installation, in no fixed place, or outside the UK",80,71,9
E01000208,Works mainly from home,529,139,390
E01000209,10km to less than 20km,27,117,-90
E01000209,20km to less than 30km,7,11,-4
E01000209,2km to less than 5km,46,77,-31
E01000209,30km to less than 40km,2,2,0
E01000209,40km to less than 60km,5,2,3
E01000209,5km to less than 10km,70,217,-147
E01000209,60km and over,3,13,-10
E01000209,Less than 2km,18,54,-36
E01000209,"Works mainly at an offshore installation, in no fixed place, or outside the UK",32,75,-43
E01000209,Works mainly from home,438,138,300
E01000210,10km to less than 20km,43,155,-112
E01000210,20km to less than 30km,3,20,-17
E01000210,2km to less than 5km,52,98,-46
E01000210,30km to less than 40km,5,5,0
E01000210,40km to less than 60km,2,3,-1
E01000210,5km to less than 10km,102,249,-147
E01000210,60km and over,3,5,-2
E01000210,Less than 2km,28,47,-19
E01000210,"Works mainly at an offshore installation, in no fixed place, or outside the UK",56,73,-17
E01000210,Works mainly from home,486,129,357
E01000211,10km to less than 20km,85,241,-156
E01000211,20km to less than 30km,9,17,-8
E01000211,2km to less than 5km,98,149,-51
E01000211,30km to less than 40km,6,12,-6
E01000211,40km to less than 60km,1,5,-4
E01000211,5km to less than 10km,151,316,-165
E01000211,60km and over,4,8,-4
E01000211,Less than 2km,76,91,-15
E01000211,"Works mainly at an offshore installation, in no fixed place, or outside the UK",167,140,27
E01000211,Works mainly from home,435,131,304
E01000212,10km to less than 20km,38,129,-91
E01000212,20km to less than 30km,4,11,-7
E01000212,2km to less than 5km,57,101,-44
E01000212,30km to less than 40km,1,6,-5
E01000212,40km to less than 60km,2,5,-3
E01000212,5km to less than 10km,114,356,-242
E01000212,60km and over,4,10,-6
E01000212,Less than 2km,23,50,-27
E01000212,"Works mainly at an offshore installation, in no fixed place, or outside the UK",52,76,-24
E01000212,Works mainly from home,378,181,197
E01000213,10km to less than 20km,23,78,-55
E01000213,20km to less than 30km,5,7,-2
E01000213,2km to less than 5km,50,79,-29
E01000213,30km to less than 40km,2,1,1
E01000213,40km to less than 60km,0,1,-1
E01000213,5km to less than 10km,62,228,-166
E01000213,60km and over,3,7,-4
E01000213,Less than 2km,25,42,-17
E01000213,"Works mainly at an offshore installation, in no fixed place, or outside the UK",35,30,5
E01000213,Works mainly from home,409,136,273
E01000214,10km to less than 20km,37,64,-27
E01000214,20km to less than 30km,0,15,-15
E01000214,2km to less than 5km,70,102,-32
E01000214,30km to less than 40km,2,4,-2
E01000214,40km to less than 60km,0,3,-3
E01000214,5km to less than 10km,141,365,-224
E01000214,60km and over,4,6,-2
E01000214,Less than 2km,30,39,-9
E01000214,"Works mainly at an offshore installation, in no fixed place, or outside the UK",75,51,24
E01000214,Works mainly from home,552,92,460
E01000215,10km to less than 20km,42,140,-98
E01000215,20km to less than 30km,8,7,1
E01000215,2km to less than 5km,89,92,-3
E01000215,30km to less than 40km,0,5,-5
E01000215,40km to less than 60km,1,3,-2
E01000215,5km to less than 10km,102,196,-94
E01000215,60km and over,4,6,-2
E01000215,Less than 2km,130,142,-12
E01000215,"Works mainly at an offshore installation, in no fixed place, or outside the UK",85,89,-4
E01000215,Works mainly from home,332,139,193
E01000216,10km to less than 20km,33,137,-104
E01000216,20km to less than 30km,5,15,-10
E01000216,2km to less than 5km,71,104,-33
E01000216,30km to less than 40km,0,7,-7
E01000216,40km to less than 60km,2,9,-7
E01000216,5km to less than 10km,127,272,-145
E01000216,60km and over,9,12,-3
E01000216,Less than 2km,76,107,-31
E01000216,"Works mainly at an offshore installation, in no fixed place, or outside the UK",68,75,-7
E01000216,Works mainly from home,473,168,305
E01000217,10km to less than 20km,72,128,-56
E01000217,20km to less than 30km,8,7,1
E01000217,2km to less than 5km,65,66,-1
E01000217,30km to less than 40km,0,5,-5
E01000217,40km to less than 60km,2,2,0
E01000217,5km to less than 10km,114,203,-89
E01000217,60km and over,6,6,0
E01000217,Less than 2km,114,121,-7
E01000217,"Works mainly at an offshore installation, in no fixed place, or outside the UK",73,90,-17
E01000217,Works mainly from home,344,128,216
E01000218,10km to less than 20km,56,119,-63
E01000218,20km to less than 30km,4,12,-8
E01000218,2km to less than 5km,84,98,-14
E01000218,30km to less than 40km,1,6,-5
E01000218,40km to less than 60km,0,2,-2
E01000218,5km to less than 10km,123,220,-97
E01000218,60km and over,11,5,6
E01000218,Less than 2km,108,109,-1
E01000218,"Works mainly at an offshore installation, in no fixed place, or outside the UK",93,88,5
E01000218,Works mainly from home,300,128,172
E01000219,10km to less than 20km,68,116,-48
E01000219,20km to less than 30km,10,16,-6
E01000219,2km to less than 5km,121,94,27
E01000219,30km to less than 40km,6,5,1
E01000219,40km to less than 60km,3,2,1
E01000219,5km to less than 10km,146,238,-92
E01000219,60km and over,3,7,-4
E01000219,Less than 2km,181,134,47
E01000219,"Works mainly at an offshore installation, in no fixed place, or outside the UK",134,109,25
E01000219,Works mainly from home,312,115,197
E01000220,10km to less than 20km,44,105,-61
E01000220,20km to less than 30km,5,8,-3
E01000220,2km to less than 5km,68,85,-17
E01000220,30km to less than 40km,2,8,-6
E01000220,40km to less than 60km,0,2,-2
E01000220,5km to less than 10km,132,246,-114
E01000220,60km and over,3,9,-6
E01000220,Less than 2km,133,128,5
E01000220,"Works mainly at an offshore installation, in no fixed place, or outside the UK",123,127,-4
E01000220,Works mainly from home,263,103,160
E01000221,10km to less than 20km,47,65,-18
E01000221,20km to less than 30km,5,9,-4
E01000221,2km to less than 5km,58,64,-6
E01000221,30km to less than 40km,0,2,-2
E01000221,40km to less than 60km,0,5,-5
E01000221,5km to less than 10km,83,153,-70
E01000221,60km and over,4,5,-1
E01000221,Less than 2km,68,75,-7
E01000221,"Works mainly at an offshore installation, in no fixed place, or outside the UK",95,53,42
E01000221,Works mainly from home,138,53,85
E01000222,10km to less than 20km,76,85,-9
E01000222,20km to less than 30km,8,13,-5
E01000222,2km to less than 5km,72,95,-23
E01000222,30km to less than 40km,6,3,3
E01000222,40km to less than 60km,2,2,0
E01000222,5km to less than 10km,177,199,-22
E01000222,60km and over,5,6,-1
E01000222,Less than 2km,64,89,-25
E01000222,"Works mainly at an offshore installation, in no fixed place, or outside the UK",166,106,60
E01000222,Works mainly from home,316,69,247
E01000223,10km to less than 20km,76,60,16
E01000223,20km to less than 30km,15,10,5
E01000223,2km to less than 5km,95,88,7
E01000223,30km to less than 40km,3,1,2
E01000223,40km to less than 60km,1,3,-2
E01000223,5km to less than 10km,186,177,9
E01000223,60km and over,2,2,0
E01000223,Less than 2km,51,87,-36
E01000223,"Works mainly at an offshore installation, in no fixed place, or outside the UK",185,94,91
E01000223,Works mainly from home,251,53,198
E01000224,10km to less than 20km,39,86,-47
E01000224,20km to less than 30km,4,11,-7
E01000224,2km to less than 5km,74,99,-25
E01000224,30km to less than 40km,1,4,-3
E01000224,40km to less than 60km,3,1,2
E01000224,5km to less than 10km,108,228,-120
E01000224,60km and over,3,6,-3
E01000224,Less than 2km,50,52,-2
E01000224,"Works mainly at an offshore installation, in no fixed place, or outside the UK",176,114,62
E01000224,Works mainly from home,255,77,178
E01000225,10km to less than 20km,31,105,-74
E01000225,20km to less than 30km,3,9,-6
E01000225,2km to less than 5km,85,70,15
E01000225,30km to less than 40km,1,1,0
E01000225,40km to less than 60km,1,2,-1
E01000225,5km to less than 10km,84,149,-65
E01000225,60km and over,4,2,2
E01000225,Less than 2km,112,117,-5
E01000225,"Works mainly at an offshore installation, in no fixed place, or outside the UK",69,41,28
E01000225,Works mainly from home,306,122,184
E01000226,10km to less than 20km,125,210,-85
E01000226,20km to less than 30km,18,10,8
E01000226,2km to less than 5km,68,101,-33
E01000226,30km to less than 40km,4,9,-5
E01000226,40km to less than 60km,5,6,-1
E01000226,5km to less than 10km,141,150,-9
E01000226,60km and over,5,6,-1
E01000226,Less than 2km,89,73,16
E01000226,"Works mainly at an offshore installation, in no fixed place, or outside the UK",173,109,64
E01000226,Works mainly from home,167,62,105
E01000227,10km to less than 20km,159,266,-107
E01000227,20km to less than 30km,17,38,-21
E01000227,2km to less than 5km,61,92,-31
E01000227,30km to less than 40km,0,7,-7
E01000227,40km to less than 60km,2,3,-1
E01000227,5km to less than 10km,85,162,-77
E01000227,60km and over,5,10,-5
E01000227,Less than 2km,51,92,-41
E01000227,"Works mainly at an offshore installation, in no fixed place, or outside the UK",152,107,45
E01000227,Works mainly from home,386,103,283
E01000228,10km to less than 20km,92,242,-150
E01000228,20km to less than 30km,14,30,-16
E01000228,2km to less than 5km,47,80,-33
E01000228,30km to less than 40km,5,5,0
E01000228,40km to less than 60km,3,5,-2
E01000228,5km to less than 10km,65,95,-30
E01000228,60km and over,4,4,0
E01000228,Less than 2km,25,41,-16
E01000228,"Works mainly at an offshore installation, in no fixed place, or outside the UK",121,74,47
E01000228,Works mainly from home,326,126,200
E01000229,10km to less than 20km,121,221,-100
E01000229,20km to less than 30km,9,29,-20
E01000229,2km to less than 5km,80,102,-22
E01000229,30km to less than 40km,5,7,-2
E01000229,40km to less than 60km,1,7,-6
E01000229,5km to less than 10km,112,149,-37
E01000229,60km and over,9,7,2
E01000229,Less than 2km,47,58,-11
E01000229,"Works mainly at an offshore installation, in no fixed place, or outside the UK",158,96,62
E01000229,Works mainly from home,244,80,164
E01000230,10km to less than 20km,114,215,-101
E01000230,20km to less than 30km,7,28,-21
E01000230,2km to less than 5km,56,89,-33
E01000230,30km to less than 40km,2,5,-3
E01000230,40km to less than 60km,3,4,-1
E01000230,5km to less than 10km,104,161,-57
E01000230,60km and over,2,13,-11
E01000230,Less than 2km,79,72,7
E01000230,"Works mainly at an offshore installation, in no fixed place, or outside the UK",117,92,25
E01000230,Works mainly from home,342,128,214
E01000231,10km to less than 20km,161,287,-126
E01000231,20km to less than 30km,10,28,-18
E01000231,2km to less than 5km,77,122,-45
E01000231,30km to less than 40km,5,8,-3
E01000231,40km to less than 60km,2,7,-5
E01000231,5km to less than 10km,104,136,-32
E01000231,60km and over,6,12,-6
E01000231,Less than 2km,31,82,-51
E01000231,"Works mainly at an offshore installation, in no fixed place, or outside the UK",141,123,18
E01000231,Works mainly from home,344,89,255
E01000232,10km to less than 20km,118,292,-174
E01000232,20km to less than 30km,21,35,-14
E01000232,2km to less than 5km,50,99,-49
E01000232,30km to less than 40km,5,10,-5
E01000232,40km to less than 60km,4,11,-7
E01000232,5km to less than 10km,104,141,-37
E01000232,60km and over,9,3,6
E01000232,Less than 2km,52,74,-22
E01000232,"Works mainly at an offshore installation, in no fixed place, or outside the UK",116,69,47
E01000232,Works mainly from home,388,107,281
E01000233,10km to less than 20km,125,299,-174
E01000233,20km to less than 30km,19,40,-21
E01000233,2km to less than 5km,57,90,-33
E01000233,30km to less than 40km,4,8,-4
E01000233,40km to less than 60km,5,10,-5
E01000233,5km to less than 10km,112,146,-34
E01000233,60km and over,8,9,-1
E01000233,Less than 2km,56,80,-24
E01000233,"Works mainly at an offshore installation, in no fixed place, or outside the UK",165,114,51
E01000233,Works mainly from home,449,105,344
E01000234,10km to less than 20km,123,314,-191
E01000234,20km to less than 30km,16,30,-14
E01000234,2km to less than 5km,61,92,-31
E01000234,30km to less than 40km,5,13,-8
E01000234,40km to less than 60km,3,10,-7
E01000234,5km to less than 10km,87,114,-27
E01000234,60km and over,2,13,-11
E01000234,Less than 2km,49,85,-36
E01000234,"Works mainly at an offshore installation, in no fixed place, or outside the UK",112,92,20
E01000234,Works mainly from home,464,95,369
E01000235,10km to less than 20km,125,209,-84
E01000235,20km to less than 30km,15,27,-12
E01000235,2km to less than 5km,79,93,-14
E01000235,30km to less than 40km,3,11,-8
E01000235,40km to less than 60km,4,12,-8
E01000235,5km to less than 10km,121,127,-6
E01000235,60km and over,19,10,9
E01000235,Less than 2km,86,90,-4
E01000235,"Works mainly at an offshore installation, in no fixed place, or outside the UK",183,104,79
E01000235,Works mainly from home,250,72,178
E01000236,10km to less than 20km,72,164,-92
E01000236,20km to less than 30km,6,16,-10
E01000236,2km to less than 5km,89,97,-8
E01000236,30km to less than 40km,5,2,3
E01000236,40km to less than 60km,0,5,-5
E01000236,5km to less than 10km,118,157,-39
E01000236,60km and over,5,8,-3
E01000236,Less than 2km,109,149,-40
E01000236,"Works mainly at an offshore installation, in no fixed place, or outside the UK",115,87,28
E01000236,Works mainly from home,329,118,211
E01000237,10km to less than 20km,116,276,-160
E01000237,20km to less than 30km,12,17,-5
E01000237,2km to less than 5km,103,110,-7
E01000237,30km to less than 40km,4,6,-2
E01000237,40km to less than 60km,2,6,-4
E01000237,5km to less than 10km,142,197,-55
E01000237,60km and over,3,10,-7
E01000237,Less than 2km,122,136,-14
E01000237,"Works mainly at an offshore installation, in no fixed place, or outside the UK",180,184,-4
E01000237,Works mainly from home,391,131,260
E01000238,10km to less than 20km,82,181,-99
E01000238,20km to less than 30km,7,10,-3
E01000238,2km to less than 5km,97,102,-5
E01000238,30km to less than 40km,4,2,2
E01000238,40km to less than 60km,0,2,-2
E01000238,5km to less than 10km,156,168,-12
E01000238,60km and over,2,7,-5
E01000238,Less than 2km,120,153,-33
E01000238,"Works mainly at an offshore installation, in no fixed place, or outside the UK",157,127,30
E01000238,Works mainly from home,291,110,181
E01000239,10km to less than 20km,148,314,-166
E01000239,20km to less than 30km,14,15,-1
E01000239,2km to less than 5km,105,109,-4
E01000239,30km to less than 40km,5,4,1
E01000239,40km to less than 60km,4,13,-9
E01000239,5km to less than 10km,131,214,-83
E01000239,60km and over,7,11,-4
E01000239,Less than 2km,84,103,-19
E01000239,"Works mainly at an offshore installation, in no fixed place, or outside the UK",192,149,43
E01000239,Works mainly from home,332,85,247
E01000240,10km to less than 20km,118,225,-107
E01000240,20km to less than 30km,13,12,1
E01000240,2km to less than 5km,81,100,-19
E01000240,30km to less than 40km,4,4,0
E01000240,40km to less than 60km,10,8,2
E01000240,5km to less than 10km,109,129,-20
E01000240,60km and over,10,7,3
E01000240,Less than 2km,40,72,-32
E01000240,"Works mainly at an offshore installation, in no fixed place, or outside the UK",190,122,68
E01000240,Works mainly from home,291,102,189
E01000241,10km to less than 20km,91,233,-142
E01000241,20km to less than 30km,7,7,0
E01000241,2km to less than 5km,69,119,-50
E01000241,30km to less than 40km,2,7,-5
E01000241,40km to less than 60km,1,11,-10
E01000241,5km to less than 10km,120,158,-38
E01000241,60km and over,1,10,-9
E01000241,Less than 2km,50,99,-49
E01000241,"Works mainly at an offshore installation, in no fixed place, or outside the UK",148,129,19
E01000241,Works mainly from home,404,141,263
E01000242,10km to less than 20km,54,183,-129
E01000242,20km to less than 30km,6,10,-4
E01000242,2km to less than 5km,51,70,-19
E01000242,30km to less than 40km,2,11,-9
E01000242,40km to less than 60km,2,3,-1
E01000242,5km to less than 10km,84,141,-57
E01000242,60km and over,4,4,0
E01000242,Less than 2km,74,88,-14
E01000242,"Works mainly at an offshore installation, in no fixed place, or outside the UK",60,52,8
E01000242,Works mainly from home,340,102,238
E01000243,10km to less than 20km,175,226,-51
E01000243,20km to less than 30km,20,12,8
E01000243,2km to less than 5km,107,117,-10
E01000243,30km to less than 40km,4,4,0
E01000243,40km to less than 60km,3,5,-2
E01000243,5km to less than 10km,159,189,-30
E01000243,60km and over,9,7,2
E01000243,Less than 2km,109,119,-10
E01000243,"Works mainly at an offshore installation, in no fixed place, or outside the UK",176,129,47
E01000243,Works mainly from home,346,116,230
E01000244,10km to less than 20km,86,198,-112
E01000244,20km to less than 30km,12,13,-1
E01000244,2km to less than 5km,73,78,-5
E01000244,30km to less than 40km,2,8,-6
E01000244,40km to less than 60km,4,5,-1
E01000244,5km to less than 10km,105,143,-38
E01000244,60km and over,11,4,7
E01000244,Less than 2km,68,95,-27
E01000244,"Works mainly at an offshore installation, in no fixed place, or outside the UK",172,106,66
E01000244,Works mainly from home,282,105,177
E01000245,10km to less than 20km,116,212,-96
E01000245,20km to less than 30km,7,15,-8
E01000245,2km to less than 5km,102,99,3
E01000245,30km to less than 40km,0,2,-2
E01000245,40km to less than 60km,8,4,4
E01000245,5km to less than 10km,189,185,4
E01000245,60km and over,3,8,-5
E01000245,Less than 2km,98,129,-31
E01000245,"Works mainly at an offshore installation, in no fixed place, or outside the UK",224,134,90
E01000245,Works mainly from home,218,89,129
E01000246,10km to less than 20km,117,256,-139
E01000246,20km to less than 30km,8,28,-20
E01000246,2km to less than 5km,31,72,-41
E01000246,30km to less than 40km,3,5,-2
E01000246,40km to less than 60km,2,7,-5
E01000246,5km to less than 10km,73,109,-36
E01000246,60km and over,2,8,-6
E01000246,Less than 2km,35,75,-40
E01000246,"Works mainly at an offshore installation, in no fixed place, or outside the UK",74,61,13
E01000246,Works mainly from home,382,114,268
E01000247,10km to less than 20km,106,348,-242
E01000247,20km to less than 30km,19,38,-19
E01000247,2km to less than 5km,59,112,-53
E01000247,30km to less than 40km,3,13,-10
E01000247,40km to less than 60km,4,15,-11
E01000247,5km to less than 10km,108,130,-22
E01000247,60km and over,4,5,-1
E01000247,Less than 2km,47,79,-32
E01000247,"Works mainly at an offshore installation, in no fixed place, or outside the UK",104,90,14
E01000247,Works mainly from home,444,112,332
E01000248,10km to less than 20km,129,295,-166
E01000248,20km to less than 30km,11,28,-17
E01000248,2km to less than 5km,32,71,-39
E01000248,30km to less than 40km,3,10,-7
E01000248,40km to less than 60km,11,6,5
E01000248,5km to less than 10km,59,97,-38
E01000248,60km and over,6,11,-5
E01000248,Less than 2km,50,91,-41
E01000248,"Works mainly at an offshore installation, in no fixed place, or outside the UK",84,110,-26
E01000248,Works mainly from home,461,123,338
E01000249,10km to less than 20km,111,267,-156
E01000249,20km to less than 30km,18,35,-17
E01000249,2km to less than 5km,38,74,-36
E01000249,30km to less than 40km,4,4,0
E01000249,40km to less than 60km,1,5,-4
E01000249,5km to less than 10km,71,116,-45
E01000249,60km and over,7,14,-7
E01000249,Less than 2km,35,100,-65
E01000249,"Works mainly at an offshore installation, in no fixed place, or outside the UK",74,76,-2
E01000249,Works mainly from home,431,112,319
E01000250,10km to less than 20km,184,392,-208
E01000250,20km to less than 30km,19,55,-36
E01000250,2km to less than 5km,73,98,-25
E01000250,30km to less than 40km,7,12,-5
E01000250,40km to less than 60km,1,4,-3
E01000250,5km to less than 10km,145,172,-27
E01000250,60km and over,4,11,-7
E01000250,Less than 2km,127,156,-29
E01000250,"Works mainly at an offshore installation, in no fixed place, or outside the UK",166,115,51
E01000250,Works mainly from home,588,162,426
E01000251,10km to less than 20km,177,343,-166
E01000251,20km to less than 30km,13,42,-29
E01000251,2km to less than 5km,80,100,-20
E01000251,30km to less than 40km,3,13,-10
E01000251,40km to less than 60km,3,11,-8
E01000251,5km to less than 10km,116,133,-17
E01000251,60km and over,8,9,-1
E01000251,Less than 2km,40,89,-49
E01000251,"Works mainly at an offshore installation, in no fixed place, or outside the UK",128,91,37
E01000251,Works mainly from home,443,100,343
E01000252,10km to less than 20km,140,277,-137
E01000252,20km to less than 30km,12,23,-11
E01000252,2km to less than 5km,69,92,-23
E01000252,30km to less than 40km,3,5,-2
E01000252,40km to less than 60km,2,2,0
E01000252,5km to less than 10km,70,125,-55
E01000252,60km and over,8,4,4
E01000252,Less than 2km,58,86,-28
E01000252,"Works mainly at an offshore installation, in no fixed place, or outside the UK",106,100,6
E01000252,Works mainly from home,420,103,317
E01000253,10km to less than 20km,147,256,-109
E01000253,20km to less than 30km,17,22,-5
E01000253,2km to less than 5km,46,79,-33
E01000253,30km to less than 40km,4,6,-2
E01000253,40km to less than 60km,6,5,1
E01000253,5km to less than 10km,81,108,-27
E01000253,60km and over,9,6,3
E01000253,Less than 2km,31,36,-5
