lsoa21cd,category,count_21,count_11,change
E01002001,5. Skilled trades occupations,69,68,1
E01002001,"6. Caring, leisure and other service occupations",41,65,-24
E01002001,7. Sales and customer service occupations,38,63,-25
E01002001,"8. Process, plant and machine operatives",20,19,1
E01002001,9. Elementary occupations,82,100,-18
E01002002,"1. Managers, directors and senior officials",116,115,1
E01002002,2. Professional occupations,285,251,34
E01002002,3. Associate professional and technical occupations,221,69,152
E01002002,4. Administrative and secretarial occupations,57,97,-40
E01002002,5. Skilled trades occupations,77,78,-1
E01002002,"6. Caring, leisure and other service occupations",73,67,6
E01002002,7. Sales and customer service occupations,35,67,-32
E01002002,"8. Process, plant and machine operatives",34,25,9
E01002002,9. Elementary occupations,104,131,-27
E01002003,"1. Managers, directors and senior officials",130,81,49
E01002003,2. Professional occupations,273,166,107
E01002003,3. Associate professional and technical occupations,244,61,183
E01002003,4. Administrative and secretarial occupations,96,86,10
E01002003,5. Skilled trades occupations,155,124,31
E01002003,"6. Caring, leisure and other service occupations",122,108,14
E01002003,7. Sales and customer service occupations,111,90,21
E01002003,"8. Process, plant and machine operatives",54,41,13
E01002003,9. Elementary occupations,231,176,55
E01002004,"1. Managers, directors and senior officials",140,101,39
E01002004,2. Professional occupations,307,250,57
E01002004,3. Associate professional and technical occupations,191,79,112
E01002004,4. Administrative and secretarial occupations,77,95,-18
E01002004,5. Skilled trades occupations,75,68,7
E01002004,"6. Caring, leisure and other service occupations",66,71,-5
E01002004,7. Sales and customer service occupations,72,66,6
E01002004,"8. Process, plant and machine operatives",33,26,7
E01002004,9. Elementary occupations,94,116,-22
E01002005,"1. Managers, directors and senior officials",208,153,55
E01002005,2. Professional occupations,390,437,-47
E01002005,3. Associate professional and technical occupations,234,99,135
E01002005,4. Administrative and secretarial occupations,68,106,-38
E01002005,5. Skilled trades occupations,30,52,-22
E01002005,"6. Caring, leisure and other service occupations",27,34,-7
E01002005,7. Sales and customer service occupations,26,50,-24
E01002005,"8. Process, plant and machine operatives",8,13,-5
E01002005,9. Elementary occupations,42,64,-22
E01002006,"1. Managers, directors and senior officials",180,144,36
E01002006,2. Professional occupations,424,402,22
E01002006,3. Associate professional and technical occupations,208,62,146
E01002006,4. Administrative and secretarial occupations,50,90,-40
E01002006,5. Skilled trades occupations,39,44,-5
E01002006,"6. Caring, leisure and other service occupations",36,32,4
E01002006,7. Sales and customer service occupations,12,43,-31
E01002006,"8. Process, plant and machine operatives",11,13,-2
E01002006,9. Elementary occupations,34,28,6
E01002007,"1. Managers, directors and senior officials",175,126,49
E01002007,2. Professional occupations,306,381,-75
E01002007,3. Associate professional and technical occupations,174,72,102
E01002007,4. Administrative and secretarial occupations,51,71,-20
E01002007,5. Skilled trades occupations,15,27,-12
E01002007,"6. Caring, leisure and other service occupations",29,32,-3
E01002007,7. Sales and customer service occupations,28,20,8
E01002007,"8. Process, plant and machine operatives",13,7,6
E01002007,9. Elementary occupations,18,32,-14
E01002008,"1. Managers, directors and senior officials",189,179,10
E01002008,2. Professional occupations,191,230,-39
E01002008,3. Associate professional and technical occupations,103,38,65
E01002008,4. Administrative and secretarial occupations,33,61,-28
E01002008,5. Skilled trades occupations,22,27,-5
E01002008,"6. Caring, leisure and other service occupations",22,50,-28
E01002008,7. Sales and customer service occupations,11,12,-1
E01002008,"8. Process, plant and machine operatives",5,6,-1
E01002008,9. Elementary occupations,16,19,-3
E01002009,"1. Managers, directors and senior officials",163,162,1
E01002009,2. Professional occupations,309,332,-23
E01002009,3. Associate professional and technical occupations,207,55,152
E01002009,4. Administrative and secretarial occupations,48,69,-21
E01002009,5. Skilled trades occupations,24,28,-4
E01002009,"6. Caring, leisure and other service occupations",24,39,-15
E01002009,7. Sales and customer service occupations,26,43,-17
E01002009,"8. Process, plant and machine operatives",8,6,2
E01002009,9. Elementary occupations,20,47,-27
E01002010,"1. Managers, directors and senior officials",184,143,41
E01002010,2. Professional occupations,274,273,1
E01002010,3. Associate professional and technical occupations,133,55,78
E01002010,4. Administrative and secretarial occupations,46,76,-30
E01002010,5. Skilled trades occupations,26,34,-8
E01002010,"6. Caring, leisure and other service occupations",34,45,-11
E01002010,7. Sales and customer service occupations,28,27,1
E01002010,"8. Process, plant and machine operatives",17,19,-2
E01002010,9. Elementary occupations,25,33,-8
E01002011,"1. Managers, directors and senior officials",179,132,47
E01002011,2. Professional occupations,367,371,-4
E01002011,3. Associate professional and technical occupations,201,47,154
E01002011,4. Administrative and secretarial occupations,53,87,-34
E01002011,5. Skilled trades occupations,45,55,-10
E01002011,"6. Caring, leisure and other service occupations",56,49,7
E01002011,7. Sales and customer service occupations,33,35,-2
E01002011,"8. Process, plant and machine operatives",20,17,3
E01002011,9. Elementary occupations,33,45,-12
E01002013,"1. Managers, directors and senior officials",151,125,26
E01002013,2. Professional occupations,300,336,-36
E01002013,3. Associate professional and technical occupations,162,73,89
E01002013,4. Administrative and secretarial occupations,37,79,-42
E01002013,5. Skilled trades occupations,24,38,-14
E01002013,"6. Caring, leisure and other service occupations",35,52,-17
E01002013,7. Sales and customer service occupations,23,43,-20
E01002013,"8. Process, plant and machine operatives",7,25,-18
E01002013,9. Elementary occupations,27,29,-2
E01002014,"1. Managers, directors and senior officials",176,118,58
E01002014,2. Professional occupations,322,332,-10
E01002014,3. Associate professional and technical occupations,227,62,165
E01002014,4. Administrative and secretarial occupations,73,82,-9
E01002014,5. Skilled trades occupations,62,52,10
E01002014,"6. Caring, leisure and other service occupations",55,69,-14
E01002014,7. Sales and customer service occupations,52,52,0
E01002014,"8. Process, plant and machine operatives",25,15,10
E01002014,9. Elementary occupations,58,50,8
E01002015,"1. Managers, directors and senior officials",89,66,23
E01002015,2. Professional occupations,214,146,68
E01002015,3. Associate professional and technical occupations,148,42,106
E01002015,4. Administrative and secretarial occupations,42,59,-17
E01002015,5. Skilled trades occupations,36,27,9
E01002015,"6. Caring, leisure and other service occupations",40,47,-7
E01002015,7. Sales and customer service occupations,39,27,12
E01002015,"8. Process, plant and machine operatives",24,25,-1
E01002015,9. Elementary occupations,50,42,8
E01002016,"1. Managers, directors and senior officials",180,130,50
E01002016,2. Professional occupations,355,335,20
E01002016,3. Associate professional and technical occupations,224,93,131
E01002016,4. Administrative and secretarial occupations,85,122,-37
E01002016,5. Skilled trades occupations,53,48,5
E01002016,"6. Caring, leisure and other service occupations",65,60,5
E01002016,7. Sales and customer service occupations,60,63,-3
E01002016,"8. Process, plant and machine operatives",21,25,-4
E01002016,9. Elementary occupations,65,49,16
E01002017,"1. Managers, directors and senior officials",157,121,36
E01002017,2. Professional occupations,306,296,10
E01002017,3. Associate professional and technical occupations,216,81,135
E01002017,4. Administrative and secretarial occupations,44,105,-61
E01002017,5. Skilled trades occupations,43,29,14
E01002017,"6. Caring, leisure and other service occupations",43,55,-12
E01002017,7. Sales and customer service occupations,29,63,-34
E01002017,"8. Process, plant and machine operatives",13,22,-9
E01002017,9. Elementary occupations,40,79,-39
E01002018,"1. Managers, directors and senior officials",107,87,20
E01002018,2. Professional occupations,236,197,39
E01002018,3. Associate professional and technical occupations,154,56,98
E01002018,4. Administrative and secretarial occupations,43,57,-14
E01002018,5. Skilled trades occupations,33,34,-1
E01002018,"6. Caring, leisure and other service occupations",38,51,-13
E01002018,7. Sales and customer service occupations,20,31,-11
E01002018,"8. Process, plant and machine operatives",13,21,-8
E01002018,9. Elementary occupations,35,34,1
E01002019,"1. Managers, directors and senior officials",167,134,33
E01002019,2. Professional occupations,258,241,17
E01002019,3. Associate professional and technical occupations,151,52,99
E01002019,4. Administrative and secretarial occupations,33,71,-38
E01002019,5. Skilled trades occupations,24,33,-9
E01002019,"6. Caring, leisure and other service occupations",11,32,-21
E01002019,7. Sales and customer service occupations,25,21,4
E01002019,"8. Process, plant and machine operatives",5,2,3
E01002019,9. Elementary occupations,22,22,0
E01002020,"1. Managers, directors and senior officials",149,124,25
E01002020,2. Professional occupations,303,277,26
E01002020,3. Associate professional and technical occupations,187,67,120
E01002020,4. Administrative and secretarial occupations,58,86,-28
E01002020,5. Skilled trades occupations,36,34,2
E01002020,"6. Caring, leisure and other service occupations",34,68,-34
E01002020,7. Sales and customer service occupations,49,41,8
E01002020,"8. Process, plant and machine operatives",19,19,0
E01002020,9. Elementary occupations,50,44,6
E01002021,"1. Managers, directors and senior officials",175,143,32
E01002021,2. Professional occupations,242,284,-42
E01002021,3. Associate professional and technical occupations,147,64,83
E01002021,4. Administrative and secretarial occupations,46,70,-24
E01002021,5. Skilled trades occupations,22,28,-6
E01002021,"6. Caring, leisure and other service occupations",27,27,0
E01002021,7. Sales and customer service occupations,25,25,0
E01002021,"8. Process, plant and machine operatives",4,8,-4
E01002021,9. Elementary occupations,21,16,5
E01002022,"1. Managers, directors and senior officials",222,168,54
E01002022,2. Professional occupations,388,392,-4
E01002022,3. Associate professional and technical occupations,268,108,160
E01002022,4. Administrative and secretarial occupations,81,112,-31
E01002022,5. Skilled trades occupations,64,73,-9
E01002022,"6. Caring, leisure and other service occupations",50,62,-12
E01002022,7. Sales and customer service occupations,44,49,-5
E01002022,"8. Process, plant and machine operatives",11,11,0
E01002022,9. Elementary occupations,45,52,-7
E01002023,"1. Managers, directors and senior officials",163,134,29
E01002023,2. Professional occupations,249,301,-52
E01002023,3. Associate professional and technical occupations,145,54,91
E01002023,4. Administrative and secretarial occupations,29,68,-39
E01002023,5. Skilled trades occupations,19,17,2
E01002023,"6. Caring, leisure and other service occupations",16,30,-14
E01002023,7. Sales and customer service occupations,25,20,5
E01002023,"8. Process, plant and machine operatives",10,6,4
E01002023,9. Elementary occupations,17,23,-6
E01002024,"1. Managers, directors and senior officials",117,96,21
E01002024,2. Professional occupations,229,223,6
E01002024,3. Associate professional and technical occupations,164,51,113
E01002024,4. Administrative and secretarial occupations,31,46,-15
E01002024,5. Skilled trades occupations,24,32,-8
E01002024,"6. Caring, leisure and other service occupations",35,38,-3
E01002024,7. Sales and customer service occupations,23,16,7
E01002024,"8. Process, plant and machine operatives",12,18,-6
E01002024,9. Elementary occupations,26,32,-6
E01002025,"1. Managers, directors and senior officials",202,158,44
E01002025,2. Professional occupations,294,335,-41
E01002025,3. Associate professional and technical occupations,168,68,100
E01002025,4. Administrative and secretarial occupations,40,65,-25
E01002025,5. Skilled trades occupations,27,21,6
E01002025,"6. Caring, leisure and other service occupations",27,28,-1
E01002025,7. Sales and customer service occupations,19,29,-10
E01002025,"8. Process, plant and machine operatives",4,8,-4
E01002025,9. Elementary occupations,17,27,-10
E01002026,"1. Managers, directors and senior officials",55,52,3
E01002026,2. Professional occupations,109,84,25
E01002026,3. Associate professional and technical occupations,81,30,51
E01002026,4. Administrative and secretarial occupations,51,56,-5
E01002026,5. Skilled trades occupations,87,53,34
E01002026,"6. Caring, leisure and other service occupations",97,68,29
E01002026,7. Sales and customer service occupations,86,88,-2
E01002026,"8. Process, plant and machine operatives",69,44,25
E01002026,9. Elementary occupations,132,97,35
E01002027,"1. Managers, directors and senior officials",82,59,23
E01002027,2. Professional occupations,145,139,6
E01002027,3. Associate professional and technical occupations,81,40,41
E01002027,4. Administrative and secretarial occupations,52,69,-17
E01002027,5. Skilled trades occupations,90,75,15
E01002027,"6. Caring, leisure and other service occupations",62,60,2
E01002027,7. Sales and customer service occupations,58,83,-25
E01002027,"8. Process, plant and machine operatives",46,36,10
E01002027,9. Elementary occupations,124,110,14
E01002028,"1. Managers, directors and senior officials",87,64,23
E01002028,2. Professional occupations,183,164,19
E01002028,3. Associate professional and technical occupations,160,52,108
E01002028,4. Administrative and secretarial occupations,49,104,-55
E01002028,5. Skilled trades occupations,94,87,7
E01002028,"6. Caring, leisure and other service occupations",94,79,15
E01002028,7. Sales and customer service occupations,70,87,-17
E01002028,"8. Process, plant and machine operatives",39,52,-13
E01002028,9. Elementary occupations,105,120,-15
E01002029,"1. Managers, directors and senior officials",110,66,44
E01002029,2. Professional occupations,194,157,37
E01002029,3. Associate professional and technical occupations,108,53,55
E01002029,4. Administrative and secretarial occupations,78,75,3
E01002029,5. Skilled trades occupations,92,67,25
E01002029,"6. Caring, leisure and other service occupations",96,69,27
E01002029,7. Sales and customer service occupations,73,73,0
E01002029,"8. Process, plant and machine operatives",99,35,64
E01002029,9. Elementary occupations,233,124,109
E01002030,"1. Managers, directors and senior officials",84,85,-1
E01002030,2. Professional occupations,206,216,-10
E01002030,3. Associate professional and technical occupations,149,46,103
E01002030,4. Administrative and secretarial occupations,76,89,-13
E01002030,5. Skilled trades occupations,100,87,13
E01002030,"6. Caring, leisure and other service occupations",53,53,0
E01002030,7. Sales and customer service occupations,48,54,-6
E01002030,"8. Process, plant and machine operatives",42,29,13
E01002030,9. Elementary occupations,117,104,13
E01002031,"1. Managers, directors and senior officials",118,95,23
E01002031,2. Professional occupations,194,151,43
E01002031,3. Associate professional and technical occupations,178,66,112
E01002031,4. Administrative and secretarial occupations,74,87,-13
E01002031,5. Skilled trades occupations,120,116,4
E01002031,"6. Caring, leisure and other service occupations",87,76,11
E01002031,7. Sales and customer service occupations,76,104,-28
E01002031,"8. Process, plant and machine operatives",45,30,15
E01002031,9. Elementary occupations,160,166,-6
E01002032,"1. Managers, directors and senior officials",65,65,0
E01002032,2. Professional occupations,160,117,43
E01002032,3. Associate professional and technical occupations,95,45,50
E01002032,4. Administrative and secretarial occupations,56,77,-21
E01002032,5. Skilled trades occupations,125,96,29
E01002032,"6. Caring, leisure and other service occupations",82,86,-4
E01002032,7. Sales and customer service occupations,97,78,19
E01002032,"8. Process, plant and machine operatives",84,42,42
E01002032,9. Elementary occupations,160,139,21
E01002033,"1. Managers, directors and senior officials",90,77,13
E01002033,2. Professional occupations,155,106,49
E01002033,3. Associate professional and technical occupations,95,40,55
E01002033,4. Administrative and secretarial occupations,75,69,6
E01002033,5. Skilled trades occupations,93,91,2
E01002033,"6. Caring, leisure and other service occupations",82,85,-3
E01002033,7. Sales and customer service occupations,74,80,-6
E01002033,"8. Process, plant and machine operatives",46,56,-10
E01002033,9. Elementary occupations,161,139,22
E01002034,"1. Managers, directors and senior officials",95,43,52
E01002034,2. Professional occupations,151,61,90
E01002034,3. Associate professional and technical occupations,100,31,69
E01002034,4. Administrative and secretarial occupations,70,64,6
E01002034,5. Skilled trades occupations,90,72,18
E01002034,"6. Caring, leisure and other service occupations",128,80,48
E01002034,7. Sales and customer service occupations,77,60,17
E01002034,"8. Process, plant and machine operatives",82,59,23
E01002034,9. Elementary occupations,219,140,79
E01002036,"1. Managers, directors and senior officials",48,38,10
E01002036,2. Professional occupations,76,62,14
E01002036,3. Associate professional and technical occupations,58,25,33
E01002036,4. Administrative and secretarial occupations,46,57,-11
E01002036,5. Skilled trades occupations,88,75,13
E01002036,"6. Caring, leisure and other service occupations",93,63,30
E01002036,7. Sales and customer service occupations,55,54,1
E01002036,"8. Process, plant and machine operatives",54,38,16
E01002036,9. Elementary occupations,196,129,67
E01002037,"1. Managers, directors and senior officials",28,40,-12
E01002037,2. Professional occupations,85,71,14
E01002037,3. Associate professional and technical occupations,55,29,26
E01002037,4. Administrative and secretarial occupations,52,60,-8
E01002037,5. Skilled trades occupations,83,68,15
E01002037,"6. Caring, leisure and other service occupations",105,76,29
E01002037,7. Sales and customer service occupations,66,56,10
E01002037,"8. Process, plant and machine operatives",64,58,6
E01002037,9. Elementary occupations,145,129,16
E01002038,"1. Managers, directors and senior officials",43,28,15
E01002038,2. Professional occupations,90,71,19
E01002038,3. Associate professional and technical occupations,74,20,54
E01002038,4. Administrative and secretarial occupations,35,38,-3
E01002038,5. Skilled trades occupations,91,75,16
E01002038,"6. Caring, leisure and other service occupations",91,66,25
E01002038,7. Sales and customer service occupations,57,61,-4
E01002038,"8. Process, plant and machine operatives",58,37,21
E01002038,9. Elementary occupations,181,143,38
E01002039,"1. Managers, directors and senior officials",34,18,16
E01002039,2. Professional occupations,77,46,31
E01002039,3. Associate professional and technical occupations,49,21,28
E01002039,4. Administrative and secretarial occupations,45,41,4
E01002039,5. Skilled trades occupations,59,54,5
E01002039,"6. Caring, leisure and other service occupations",81,61,20
E01002039,7. Sales and customer service occupations,72,65,7
E01002039,"8. Process, plant and machine operatives",48,39,9
E01002039,9. Elementary occupations,122,106,16
E01002040,"1. Managers, directors and senior officials",57,35,22
E01002040,2. Professional occupations,112,102,10
E01002040,3. Associate professional and technical occupations,90,29,61
E01002040,4. Administrative and secretarial occupations,56,86,-30
E01002040,5. Skilled trades occupations,129,108,21
E01002040,"6. Caring, leisure and other service occupations",115,93,22
E01002040,7. Sales and customer service occupations,89,71,18
E01002040,"8. Process, plant and machine operatives",101,63,38
E01002040,9. Elementary occupations,241,181,60
E01002041,"1. Managers, directors and senior officials",63,42,21
E01002041,2. Professional occupations,137,106,31
E01002041,3. Associate professional and technical occupations,85,34,51
E01002041,4. Administrative and secretarial occupations,44,64,-20
E01002041,5. Skilled trades occupations,88,76,12
E01002041,"6. Caring, leisure and other service occupations",103,59,44
E01002041,7. Sales and customer service occupations,55,63,-8
E01002041,"8. Process, plant and machine operatives",58,38,20
E01002041,9. Elementary occupations,174,144,30
E01002042,"1. Managers, directors and senior officials",131,69,62
E01002042,2. Professional occupations,209,130,79
E01002042,3. Associate professional and technical occupations,170,43,127
E01002042,4. Administrative and secretarial occupations,55,66,-11
E01002042,5. Skilled trades occupations,55,94,-39
E01002042,"6. Caring, leisure and other service occupations",47,59,-12
E01002042,7. Sales and customer service occupations,49,70,-21
E01002042,"8. Process, plant and machine operatives",30,29,1
E01002042,9. Elementary occupations,110,156,-46
E01002043,"1. Managers, directors and senior officials",108,83,25
E01002043,2. Professional occupations,183,140,43
E01002043,3. Associate professional and technical occupations,143,43,100
E01002043,4. Administrative and secretarial occupations,82,79,3
E01002043,5. Skilled trades occupations,98,106,-8
E01002043,"6. Caring, leisure and other service occupations",75,79,-4
E01002043,7. Sales and customer service occupations,64,97,-33
E01002043,"8. Process, plant and machine operatives",57,51,6
E01002043,9. Elementary occupations,148,195,-47
E01002044,"1. Managers, directors and senior officials",99,86,13
E01002044,2. Professional occupations,204,190,14
E01002044,3. Associate professional and technical occupations,166,53,113
E01002044,4. Administrative and secretarial occupations,58,111,-53
E01002044,5. Skilled trades occupations,93,92,1
E01002044,"6. Caring, leisure and other service occupations",65,70,-5
E01002044,7. Sales and customer service occupations,73,80,-7
E01002044,"8. Process, plant and machine operatives",51,33,18
E01002044,9. Elementary occupations,185,154,31
E01002045,"1. Managers, directors and senior officials",82,84,-2
E01002045,2. Professional occupations,184,148,36
E01002045,3. Associate professional and technical occupations,120,66,54
E01002045,4. Administrative and secretarial occupations,72,86,-14
E01002045,5. Skilled trades occupations,80,114,-34
E01002045,"6. Caring, leisure and other service occupations",97,90,7
E01002045,7. Sales and customer service occupations,76,86,-10
E01002045,"8. Process, plant and machine operatives",54,52,2
E01002045,9. Elementary occupations,174,143,31
E01002046,"1. Managers, directors and senior officials",45,42,3
E01002046,2. Professional occupations,144,118,26
E01002046,3. Associate professional and technical occupations,111,38,73
E01002046,4. Administrative and secretarial occupations,61,78,-17
E01002046,5. Skilled trades occupations,77,88,-11
E01002046,"6. Caring, leisure and other service occupations",82,69,13
E01002046,7. Sales and customer service occupations,43,49,-6
E01002046,"8. Process, plant and machine operatives",38,40,-2
E01002046,9. Elementary occupations,153,144,9
E01002047,"1. Managers, directors and senior officials",120,82,38
E01002047,2. Professional occupations,293,206,87
E01002047,3. Associate professional and technical occupations,180,57,123
E01002047,4. Administrative and secretarial occupations,46,92,-46
E01002047,5. Skilled trades occupations,101,68,33
E01002047,"6. Caring, leisure and other service occupations",73,52,21
E01002047,7. Sales and customer service occupations,48,89,-41
E01002047,"8. Process, plant and machine operatives",32,17,15
E01002047,9. Elementary occupations,141,168,-27
E01002048,"1. Managers, directors and senior officials",118,71,47
E01002048,2. Professional occupations,213,183,30
E01002048,3. Associate professional and technical occupations,150,71,79
E01002048,4. Administrative and secretarial occupations,84,105,-21
E01002048,5. Skilled trades occupations,108,108,0
E01002048,"6. Caring, leisure and other service occupations",80,66,14
E01002048,7. Sales and customer service occupations,77,77,0
E01002048,"8. Process, plant and machine operatives",64,44,20
E01002048,9. Elementary occupations,149,140,9
E01002049,"1. Managers, directors and senior officials",100,59,41
E01002049,2. Professional occupations,173,141,32
E01002049,3. Associate professional and technical occupations,101,45,56
E01002049,4. Administrative and secretarial occupations,56,86,-30
E01002049,5. Skilled trades occupations,127,82,45
E01002049,"6. Caring, leisure and other service occupations",78,65,13
E01002049,7. Sales and customer service occupations,54,75,-21
E01002049,"8. Process, plant and machine operatives",63,52,11
E01002049,9. Elementary occupations,144,126,18
E01002050,"1. Managers, directors and senior officials",102,60,42
E01002050,2. Professional occupations,129,104,25
E01002050,3. Associate professional and technical occupations,77,27,50
E01002050,4. Administrative and secretarial occupations,139,98,41
E01002050,5. Skilled trades occupations,46,65,-19
E01002050,"6. Caring, leisure and other service occupations",68,59,9
E01002050,7. Sales and customer service occupations,41,48,-7
E01002050,"8. Process, plant and machine operatives",34,43,-9
E01002050,9. Elementary occupations,79,108,-29
E01002051,"1. Managers, directors and senior officials",56,45,11
E01002051,2. Professional occupations,140,100,40
E01002051,3. Associate professional and technical occupations,86,41,45
E01002051,4. Administrative and secretarial occupations,78,61,17
E01002051,5. Skilled trades occupations,85,113,-28
E01002051,"6. Caring, leisure and other service occupations",72,77,-5
E01002051,7. Sales and customer service occupations,78,54,24
E01002051,"8. Process, plant and machine operatives",36,49,-13
E01002051,9. Elementary occupations,199,205,-6
E01002052,"1. Managers, directors and senior officials",112,75,37
E01002052,2. Professional occupations,169,111,58
E01002052,3. Associate professional and technical occupations,64,26,38
E01002052,4. Administrative and secretarial occupations,159,117,42
E01002052,5. Skilled trades occupations,49,65,-16
E01002052,"6. Caring, leisure and other service occupations",68,47,21
E01002052,7. Sales and customer service occupations,58,56,2
E01002052,"8. Process, plant and machine operatives",39,30,9
E01002052,9. Elementary occupations,104,77,27
E01002053,"1. Managers, directors and senior officials",86,47,39
E01002053,2. Professional occupations,154,98,56
E01002053,3. Associate professional and technical occupations,106,38,68
E01002053,4. Administrative and secretarial occupations,71,83,-12
E01002053,5. Skilled trades occupations,66,92,-26
E01002053,"6. Caring, leisure and other service occupations",102,76,26
E01002053,7. Sales and customer service occupations,72,77,-5
E01002053,"8. Process, plant and machine operatives",62,42,20
E01002053,9. Elementary occupations,160,120,40
E01002054,"1. Managers, directors and senior officials",49,71,-22
E01002054,2. Professional occupations,99,122,-23
E01002054,3. Associate professional and technical occupations,71,24,47
E01002054,4. Administrative and secretarial occupations,57,69,-12
E01002054,5. Skilled trades occupations,75,106,-31
E01002054,"6. Caring, leisure and other service occupations",119,88,31
E01002054,7. Sales and customer service occupations,53,82,-29
E01002054,"8. Process, plant and machine operatives",46,51,-5
E01002054,9. Elementary occupations,133,167,-34
E01002055,"1. Managers, directors and senior officials",82,57,25
E01002055,2. Professional occupations,143,100,43
E01002055,3. Associate professional and technical occupations,70,28,42
E01002055,4. Administrative and secretarial occupations,132,81,51
E01002055,5. Skilled trades occupations,64,83,-19
E01002055,"6. Caring, leisure and other service occupations",75,58,17
E01002055,7. Sales and customer service occupations,45,42,3
E01002055,"8. Process, plant and machine operatives",44,30,14
E01002055,9. Elementary occupations,104,100,4
E01002056,"1. Managers, directors and senior officials",153,53,100
E01002056,2. Professional occupations,409,140,269
E01002056,3. Associate professional and technical occupations,282,38,244
E01002056,4. Administrative and secretarial occupations,75,61,14
E01002056,5. Skilled trades occupations,167,95,72
E01002056,"6. Caring, leisure and other service occupations",143,56,87
E01002056,7. Sales and customer service occupations,122,48,74
E01002056,"8. Process, plant and machine operatives",75,42,33
E01002056,9. Elementary occupations,232,144,88
E01002057,"1. Managers, directors and senior officials",121,67,54
E01002057,2. Professional occupations,245,152,93
E01002057,3. Associate professional and technical occupations,191,44,147
E01002057,4. Administrative and secretarial occupations,59,75,-16
E01002057,5. Skilled trades occupations,89,67,22
E01002057,"6. Caring, leisure and other service occupations",70,44,26
E01002057,7. Sales and customer service occupations,84,68,16
E01002057,"8. Process, plant and machine operatives",38,35,3
E01002057,9. Elementary occupations,123,109,14
E01002058,"1. Managers, directors and senior officials",95,73,22
E01002058,2. Professional occupations,246,210,36
E01002058,3. Associate professional and technical occupations,156,70,86
E01002058,4. Administrative and secretarial occupations,59,76,-17
E01002058,5. Skilled trades occupations,63,84,-21
E01002058,"6. Caring, leisure and other service occupations",54,66,-12
E01002058,7. Sales and customer service occupations,68,63,5
E01002058,"8. Process, plant and machine operatives",26,44,-18
E01002058,9. Elementary occupations,132,129,3
E01002059,"1. Managers, directors and senior officials",143,112,31
E01002059,2. Professional occupations,270,222,48
E01002059,3. Associate professional and technical occupations,188,66,122
E01002059,4. Administrative and secretarial occupations,35,69,-34
E01002059,5. Skilled trades occupations,33,43,-10
E01002059,"6. Caring, leisure and other service occupations",55,63,-8
E01002059,7. Sales and customer service occupations,34,39,-5
E01002059,"8. Process, plant and machine operatives",25,15,10
E01002059,9. Elementary occupations,34,50,-16
E01002060,"1. Managers, directors and senior officials",193,153,40
E01002060,2. Professional occupations,385,384,1
E01002060,3. Associate professional and technical occupations,242,84,158
E01002060,4. Administrative and secretarial occupations,49,98,-49
E01002060,5. Skilled trades occupations,44,33,11
E01002060,"6. Caring, leisure and other service occupations",49,55,-6
E01002060,7. Sales and customer service occupations,29,38,-9
E01002060,"8. Process, plant and machine operatives",10,13,-3
E01002060,9. Elementary occupations,28,36,-8
E01002061,"1. Managers, directors and senior officials",139,124,15
E01002061,2. Professional occupations,431,386,45
E01002061,3. Associate professional and technical occupations,241,104,137
E01002061,4. Administrative and secretarial occupations,57,86,-29
E01002061,5. Skilled trades occupations,34,42,-8
E01002061,"6. Caring, leisure and other service occupations",31,33,-2
E01002061,7. Sales and customer service occupations,38,39,-1
E01002061,"8. Process, plant and machine operatives",12,11,1
E01002061,9. Elementary occupations,42,31,11
E01002062,"1. Managers, directors and senior officials",181,131,50
E01002062,2. Professional occupations,414,400,14
E01002062,3. Associate professional and technical occupations,248,103,145
E01002062,4. Administrative and secretarial occupations,71,99,-28
E01002062,5. Skilled trades occupations,34,56,-22
E01002062,"6. Caring, leisure and other service occupations",58,47,11
E01002062,7. Sales and customer service occupations,47,50,-3
